date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:16	1008/1008	---M-Z	200	added ('OK')	text/css	etag:%22d0d3466b6518d41:0%22	https://www.molpi.com.ar/vendor/owl.carousel/assets/owl.theme.default.min.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/owl.carousel/assets/owl.theme.default.min.css	(from https://www.molpi.com.ar/)
15:24:16	5204/5204	---M-Z	200	added ('OK')	text/css	etag:%225087c65d6518d41:0%22	https://www.molpi.com.ar/vendor/magnific-popup/magnific-popup.min.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/magnific-popup/magnific-popup.min.css	(from https://www.molpi.com.ar/)
15:24:16	107181/107181	---M-Z	200	added ('OK')	text/css	etag:%22af5b2e143e86d81:0%22	https://www.molpi.com.ar/css/general.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/css/general.css	(from https://www.molpi.com.ar/)
15:24:17	159185/159185	---M-Z	200	added ('OK')	text/css	etag:%22f0cac0256518d41:0%22	https://www.molpi.com.ar/css/elementos-generales.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/css/elementos-generales.css	(from https://www.molpi.com.ar/)
15:24:17	138726/138726	---M-Z	200	added ('OK')	text/css	etag:%2290bf4d6d6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/css/layers.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/css/layers.css	(from https://www.molpi.com.ar/)
15:24:17	29622/29622	---M-Z	200	added ('OK')	text/css	etag:%22f062c26d6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/css/settings.css	(from https://www.molpi.com.ar/)
15:24:18	131963/131963	---M-Z	200	added ('OK')	text/css	etag:%22f0cac0256518d41:0%22	https://www.molpi.com.ar/css/default.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/css/default.css	(from https://www.molpi.com.ar/)
15:24:18	1444/1444	---M-Z	200	added ('OK')	text/css	etag:%2210ce8e256518d41:0%22	https://www.molpi.com.ar/css/custom.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/css/custom.css	(from https://www.molpi.com.ar/)
15:24:18	10345/10345	---M-Z	200	added ('OK')	application/javascript	etag:%22122ce3edcdb4d71:0%22	https://www.molpi.com.ar/vendor/modernizr/modernizr.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/modernizr/modernizr.min.js	(from https://www.molpi.com.ar/)
15:24:18	22087/22087	---M-Z	200	added ('OK')	text/html	etag:%2280b6a63251f6d81:0%22	https://www.molpi.com.ar/index.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/index-2.html	(from https://www.molpi.com.ar/)
15:24:19	20542/20542	---M--	200	added ('OK')	image/png	etag:%2234098de5178d41:0%22	https://www.molpi.com.ar/img/logo.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/logo.png	(from https://www.molpi.com.ar/)
15:24:19	15133/15133	---M-Z	200	added ('OK')	text/html	etag:%22ff6e7dbebaced81:0%22	https://www.molpi.com.ar/distribuidores.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/distribuidores.html	(from https://www.molpi.com.ar/)
15:24:20	16043/16043	---M-Z	200	added ('OK')	text/html	etag:%22c877bec0baced81:0%22	https://www.molpi.com.ar/quienes_somos.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/quienes_somos.html	(from https://www.molpi.com.ar/)
15:24:20	20283/20283	---M-Z	200	added ('OK')	text/html	etag:%22cfb8aabebaced81:0%22	https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/linea_moldes_para_pisos_20x20.html	(from https://www.molpi.com.ar/)
15:24:20	39436/39436	---M-Z	200	added ('OK')	text/html	etag:%222248f2bebaced81:0%22	https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/linea_moldes_para_pisos_40x40.html	(from https://www.molpi.com.ar/)
15:24:21	20713/20713	---M-Z	200	added ('OK')	text/html	etag:%22b0595bfbaced81:0%22	https://www.molpi.com.ar/linea_moldes_para_pisos_50x50.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/linea_moldes_para_pisos_50x50.html	(from https://www.molpi.com.ar/)
15:24:21	16715/16715	---M-Z	200	added ('OK')	text/html	etag:%222a66abc0baced81:0%22	https://www.molpi.com.ar/podotactiles.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/podotactiles.html	(from https://www.molpi.com.ar/)
15:24:21	19286/19286	---M-Z	200	added ('OK')	text/html	etag:%226d3382bebaced81:0%22	https://www.molpi.com.ar/green.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/green.html	(from https://www.molpi.com.ar/)
15:24:22	26483/26483	---M-Z	200	added ('OK')	text/html	etag:%22ec6737bfbaced81:0%22	https://www.molpi.com.ar/piscinas.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/piscinas.html	(from https://www.molpi.com.ar/)
15:24:22	22714/22714	---M-Z	200	added ('OK')	text/html	etag:%222e3cc3c0baced81:0%22	https://www.molpi.com.ar/revestimientos.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/revestimientos.html	(from https://www.molpi.com.ar/)
15:24:22	19479/19479	---M-Z	200	added ('OK')	text/html	etag:%22f5189dc0baced81:0%22	https://www.molpi.com.ar/placas_antihumedad.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/placas_antihumedad.html	(from https://www.molpi.com.ar/)
15:24:23	25816/25816	---M-Z	200	added ('OK')	text/html	etag:%2204595bebaced81:0%22	https://www.molpi.com.ar/insumos.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/insumos.html	(from https://www.molpi.com.ar/)
15:24:23	15031/15031	---M-Z	200	added ('OK')	text/html	etag:%2213ea3212df76da1:0%22	https://www.molpi.com.ar/contacto.html	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/contacto.html	(from https://www.molpi.com.ar/)
15:24:23	706581/706581	---M--	200	added ('OK')	image/jpeg	etag:%22945d5c205278d41:0%22	https://www.molpi.com.ar/img/slides/slide-bg.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/slide-bg.jpg	(from https://www.molpi.com.ar/)
15:24:24	100495/100495	---M--	200	added ('OK')	image/png	etag:%22548e1f215278d41:0%22	https://www.molpi.com.ar/img/slides/slide-molde-ilus4.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/slide-molde-ilus4.png	(from https://www.molpi.com.ar/)
15:24:24	22969/22969	---M--	200	added ('OK')	image/png	etag:%225457c0205278d41:0%22	https://www.molpi.com.ar/img/slides/slide-molde-ilus2.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/slide-molde-ilus2.png	(from https://www.molpi.com.ar/)
15:24:24	26572/26572	---M--	200	added ('OK')	image/png	etag:%2294686f205278d41:0%22	https://www.molpi.com.ar/img/slides/slide-molde-ilus1.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/slide-molde-ilus1.png	(from https://www.molpi.com.ar/)
15:24:25	982/982	---M--	200	added ('OK')	image/png	etag:%2294d62d215278d41:0%22	https://www.molpi.com.ar/img/slides/slide-title-border-linear.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/slide-title-border-linear.png	(from https://www.molpi.com.ar/)
15:24:25	179186/179186	---M--	200	added ('OK')	image/jpeg	etag:%225457c0205278d41:0%22	https://www.molpi.com.ar/img/slides/slide-bg2.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/slide-bg2.jpg	(from https://www.molpi.com.ar/)
15:24:25	116094/116094	---M--	200	added ('OK')	image/png	etag:%22545bc1c5278d41:0%22	https://www.molpi.com.ar/img/slides/molde1b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/molde1b.png	(from https://www.molpi.com.ar/)
15:24:26	102299/102299	---M--	200	added ('OK')	image/png	etag:%2274b8ba1d5278d41:0%22	https://www.molpi.com.ar/img/slides/molde2b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/molde2b.png	(from https://www.molpi.com.ar/)
15:24:26	82402/82402	---M--	200	added ('OK')	image/png	etag:%22d4501c1e5278d41:0%22	https://www.molpi.com.ar/img/slides/molde3b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/molde3b.png	(from https://www.molpi.com.ar/)
15:24:26	58584/58584	---M--	200	added ('OK')	image/png	etag:%2254e1381e5278d41:0%22	https://www.molpi.com.ar/img/slides/molde4b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/molde4b.png	(from https://www.molpi.com.ar/)
15:24:27	69254/69254	---M--	200	added ('OK')	image/png	etag:%2234e97d1e5278d41:0%22	https://www.molpi.com.ar/img/slides/mosaico1b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/mosaico1b.png	(from https://www.molpi.com.ar/)
15:24:27	73607/73607	---M--	200	added ('OK')	image/png	etag:%225423ab1e5278d41:0%22	https://www.molpi.com.ar/img/slides/mosaico2b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/mosaico2b.png	(from https://www.molpi.com.ar/)
15:24:27	46212/46212	---M--	200	added ('OK')	image/png	etag:%22542061205278d41:0%22	https://www.molpi.com.ar/img/slides/mosaico3b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/mosaico3b.png	(from https://www.molpi.com.ar/)
15:24:27	60519/60519	---M--	200	added ('OK')	image/png	etag:%2254651d1f5278d41:0%22	https://www.molpi.com.ar/img/slides/mosaico4b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/slides/mosaico4b.png	(from https://www.molpi.com.ar/)
15:24:28	151841/151841	---M--	200	added ('OK')	image/png	etag:%2214bea1dc5178d41:0%22	https://www.molpi.com.ar/img/destacado_pisos.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/destacado_pisos.png	(from https://www.molpi.com.ar/)
15:24:28	142102/142102	---M--	200	added ('OK')	image/png	etag:%22f433a5dd5178d41:0%22	https://www.molpi.com.ar/img/destacado_revestimientos.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/destacado_revestimientos.png	(from https://www.molpi.com.ar/)
15:24:28	132173/132173	---M--	200	added ('OK')	image/png	etag:%229464e4dc5178d41:0%22	https://www.molpi.com.ar/img/destacado_podotactiles.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/destacado_podotactiles.png	(from https://www.molpi.com.ar/)
15:24:29	125773/125773	---M--	200	added ('OK')	image/png	etag:%22d44c91da5178d41:0%22	https://www.molpi.com.ar/img/destacado_green.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/destacado_green.png	(from https://www.molpi.com.ar/)
15:24:29	114598/114598	---M--	200	added ('OK')	image/png	etag:%2254cf50dc5178d41:0%22	https://www.molpi.com.ar/img/destacado_piscinas.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/destacado_piscinas.png	(from https://www.molpi.com.ar/)
15:24:31	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Sat,%2012%20Apr%202025%2018:24:33%20GMT	http://www.instagram.com/molpi.moldes/	C:/Mis%20lugares%20Web/Molpi/www.instagram.com/molpi.moldes/index.html	(from https://www.molpi.com.ar/)
15:24:31	136507/136507	---M--	200	added ('OK')	image/png	etag:%22d4f1aedb5178d41:0%22	https://www.molpi.com.ar/img/destacado_insumos.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/destacado_insumos.png	(from https://www.molpi.com.ar/)
15:24:31	86722/86722	---M-Z	200	added ('OK')	application/javascript	etag:%22289788edcdb4d71:0%22	https://www.molpi.com.ar/vendor/jquery/jquery.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/jquery/jquery.min.js	(from https://www.molpi.com.ar/)
15:24:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Apr%202025%2018:24:33%20GMT	https://www.facebook.com/Molpi-171678872861954/	C:/Mis%20lugares%20Web/Molpi/www.facebook.com/Molpi-171678872861954/index.html	(from https://www.molpi.com.ar/)
15:24:32	1603/1603	---M-Z	200	added ('OK')	application/javascript	etag:%22f61f92edcdb4d71:0%22	https://www.molpi.com.ar/vendor/jquery.appear/jquery.appear.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/jquery.appear/jquery.appear.min.js	(from https://www.molpi.com.ar/)
15:24:32	5191/5191	---M-Z	200	added ('OK')	application/javascript	etag:%2262cfa2edcdb4d71:0%22	https://www.molpi.com.ar/vendor/jquery.easing/jquery.easing.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/jquery.easing/jquery.easing.min.js	(from https://www.molpi.com.ar/)
15:24:32	51134/51134	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Apr%202025%2018:24:35%20GMT	https://www.seonet.com.ar/blog/marketing-para-pymes/	C:/Mis%20lugares%20Web/Molpi/www.seonet.com.ar/blog/marketing-para-pymes/index.html	(from https://www.molpi.com.ar/)
15:24:32	1430/1430	---M-Z	200	added ('OK')	application/javascript	etag:%2263f98aedcdb4d71:0%22	https://www.molpi.com.ar/vendor/jquery-cookie/jquery-cookie.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/jquery-cookie/jquery-cookie.min.js	(from https://www.molpi.com.ar/)
15:24:33	37060/37060	---M-Z	200	added ('OK')	application/javascript	etag:%22ff92f9eccdb4d71:0%22	https://www.molpi.com.ar/vendor/bootstrap/js/bootstrap.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/bootstrap/js/bootstrap.min.js	(from https://www.molpi.com.ar/)
15:24:33	13100/13100	---M-Z	200	added ('OK')	application/javascript	etag:%223bb61fedcdb4d71:0%22	https://www.molpi.com.ar/vendor/common/common.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/common/common.min.js	(from https://www.molpi.com.ar/)
15:24:33	23324/23324	---M-Z	200	added ('OK')	application/javascript	etag:%22d454cbedcdb4d71:0%22	https://www.molpi.com.ar/vendor/jquery.validation/jquery.validation.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/jquery.validation/jquery.validation.min.js	(from https://www.molpi.com.ar/)
15:24:34	3891/3891	---M-Z	200	added ('OK')	application/javascript	etag:%229b1cb1edcdb4d71:0%22	https://www.molpi.com.ar/vendor/jquery.gmap/jquery.gmap.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/jquery.gmap/jquery.gmap.min.js	(from https://www.molpi.com.ar/)
15:24:34	42869/42869	---M-Z	200	added ('OK')	application/javascript	etag:%221d3915eecdb4d71:0%22	https://www.molpi.com.ar/vendor/owl.carousel/owl.carousel.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/owl.carousel/owl.carousel.min.js	(from https://www.molpi.com.ar/)
15:24:34	62838/62838	---M-Z	200	added ('OK')	application/javascript	etag:%22bb84c7eccdb4d71:0%22	https://www.molpi.com.ar/js/theme.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/js/theme.js	(from https://www.molpi.com.ar/)
15:24:35	107535/107535	---M-Z	200	added ('OK')	application/javascript	etag:%2280174befcdb4d71:0%22	https://www.molpi.com.ar/vendor/rs-plugin/js/jquery.themepunch.tools.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/js/jquery.themepunch.tools.min.js	(from https://www.molpi.com.ar/)
15:24:35	227916/227916	---MCZ	200	added ('OK')	application/javascript	etag:%224cca3cefcdb4d71:0%22	https://www.molpi.com.ar/vendor/rs-plugin/js/jquery.themepunch.revolution.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/js/jquery.themepunch.revolution.min.js	(from https://www.molpi.com.ar/)
15:24:35	9/9	---M-Z	200	added ('OK')	application/javascript	etag:%221488a8eccdb4d71:0%22	https://www.molpi.com.ar/js/custom.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/js/custom.js	(from https://www.molpi.com.ar/)
15:24:36	9488/9488	---M-Z	200	added ('OK')	application/javascript	etag:%22b4aeafeccdb4d71:0%22	https://www.molpi.com.ar/js/theme.init.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/js/theme.init.js	(from https://www.molpi.com.ar/)
15:24:36	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2012%20Apr%202025%2018:24:39%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.molpi.com.ar/)
15:24:36	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2290c940616518d41:0%22	https://www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://www.molpi.com.ar/vendor/bootstrap/css/bootstrap.min.css)
15:24:37	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2290c940616518d41:0%22	https://www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.molpi.com.ar/vendor/bootstrap/css/bootstrap.min.css)
15:24:37	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%22b02fba616518d41:0%22	https://www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://www.molpi.com.ar/vendor/bootstrap/css/bootstrap.min.css)
15:24:37	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%22107b96616518d41:0%22	https://www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://www.molpi.com.ar/vendor/bootstrap/css/bootstrap.min.css)
15:24:38	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%22d02775616518d41:0%22	https://www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://www.molpi.com.ar/vendor/bootstrap/css/bootstrap.min.css)
15:24:38	109025/109025	---M--	200	added ('OK')	image/svg+xml	etag:%22308977616518d41:0%22	https://www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://www.molpi.com.ar/vendor/bootstrap/css/bootstrap.min.css)
15:24:39	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d0ad8e676518d41:0%22	https://www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://www.molpi.com.ar/vendor/font-awesome/css/font-awesome.min.css)
15:24:39	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d0ad8e676518d41:0%22	https://www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont.eot?	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.molpi.com.ar/vendor/font-awesome/css/font-awesome.min.css)
15:24:39	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%22f0fde1676518d41:0%22	https://www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://www.molpi.com.ar/vendor/font-awesome/css/font-awesome.min.css)
15:24:40	98024/98024	---M--	200	added ('OK')	font/x-woff	etag:%22b0c0e6676518d41:0%22	https://www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://www.molpi.com.ar/vendor/font-awesome/css/font-awesome.min.css)
15:24:40	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2210cc3676518d41:0%22	https://www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://www.molpi.com.ar/vendor/font-awesome/css/font-awesome.min.css)
15:24:40	447050/447050	---M--	200	added ('OK')	image/svg+xml	etag:%22907ba6676518d41:0%22	https://www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://www.molpi.com.ar/vendor/font-awesome/css/font-awesome.min.css)
15:24:41	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b0d5f76e6518d41:0%22	https://www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Icons.eot?v=2.4.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.eot	(from https://www.molpi.com.ar/vendor/simple-line-icons/css/simple-line-icons.min.css)
15:24:41	30064/30064	---M--	200	added ('OK')	application/font-woff2	etag:%22b0f6306f6518d41:0%22	https://www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Icons.woff2?v=2.4.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.woff2	(from https://www.molpi.com.ar/vendor/simple-line-icons/css/simple-line-icons.min.css)
15:24:41	54056/54056	---M--	200	added ('OK')	application/octet-stream	etag:%223066146f6518d41:0%22	https://www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Icons.ttf?v=2.4.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.ttf	(from https://www.molpi.com.ar/vendor/simple-line-icons/css/simple-line-icons.min.css)
15:24:41	81332/81332	---M--	200	added ('OK')	font/x-woff	etag:%2250952e6f6518d41:0%22	https://www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Icons.woff?v=2.4.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.woff	(from https://www.molpi.com.ar/vendor/simple-line-icons/css/simple-line-icons.min.css)
15:24:42	239245/239245	---M--	200	added ('OK')	image/svg+xml	etag:%22b0e0a6f6518d41:0%22	https://www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Icons.svg?v=2.4.0	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.svg	(from https://www.molpi.com.ar/vendor/simple-line-icons/css/simple-line-icons.min.css)
15:24:42	4976/4976	---M--	200	added ('OK')	image/png	etag:%22506f766b6518d41:0%22	https://www.molpi.com.ar/vendor/owl.carousel/assets/owl.video.play.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/owl.carousel/assets/owl.video.play.png	(from https://www.molpi.com.ar/vendor/owl.carousel/assets/owl.carousel.min.css)
15:24:42	4902/4902	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:45%20GMT	https://www.molpi.com.ar/img/custom-header-bg.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/custom-header-bg.53.delayed	(from https://www.molpi.com.ar/css/general.css)
